store_name,hp_url,tel_num,area
のんびり温泉,http://www.nonbiri-onsen.com/,024-953-2611,福島県郡山市三穂田町山口山崎山11-1
ホテルレイクヴィラ 信楽温泉 多羅尾乃湯(しがらきおんせんたらおのゆ),http://www.lakevilla.co.jp/index1.html,0748-85-0250,滋賀県甲賀市信楽町多羅尾1
ホテル京急 油壺 観潮荘（かんちょうそう）,,046-881-5211,神奈川県三浦市三崎町小網代1152
富嶽温泉 花の湯（ふがくおんせん）,http://www.tokinosumika.com/hananoyu/,0544-28-1126,静岡県富士宮市ひばりが丘805
道の駅うつのみや　ろまんちっく村　天然温泉　湯処あぐり,http://www.romanticmura.com/,028-665-8181,栃木県宇都宮市新里町丙254
いちの湯 古河店,http://itinoyu.com,0280-47-0261,茨城県古河市坂間185-1
極楽湯 津店,http://www.gokurakuyu.ne.jp/gokurakuyu/tempo/tsu/,059-236-1626,三重県津市白塚町字鎌田3678　SENOPARK（セノパーク）津内
長湯温泉 湯処 かじか庵,http://kajikaan.com/,0120-118-102,大分県竹田市長湯温泉2961
天然温泉大村ゆの華（ゆのはな）,http://www.sunspa.jp/spa/,0957-50-1126,長崎県大村市森園町663-3
スーパー銭湯 前橋やすらぎの湯,,0270-20-2617,群馬県伊勢崎市下触町659-5
越後妻有交流館キナーレ・明石の湯,http://kinare.jp/,025-752-0117,新潟県十日町市本町6
中禅寺金谷ホテル（かなやほてる）,http://www.kanayahotel.co.jp/ckh/,0288-51-0001,栃木県日光市中宮祠2482
湯あそびひろば6・3の湯,http://www.culture-park.co.jp/yu/,0563-65-6326,愛知県西尾市今川町大城3-1
癒しの里 名張の湯,http://www.nabarinoyu.com/index.html,0595-28-5526,三重県名張市希央台2番町77-1
ザ・プリンス 箱根芦ノ湖,http://www.princehotels.co.jp/the_prince_hakone/,0460-83-1111,神奈川県足柄下郡箱根町元箱根144 ザ・プリンス 箱根芦ノ湖
クア・アンド・ホテルグループ　駿河健康ランド,http://www.kur-hotel.co.jp/suruga/index.html,054-369-6111,静岡県静岡市清水区清水興津東町1234
源氏の湯,http://genji-yu.jp/index.html,0774-41-2615,京都府宇治市大久保町大竹52
RAKU SPA 鶴見（ラクスパ鶴見）,http://www.rakuspa.com/,045-574-4126,神奈川県横浜市鶴見区元宮2-1-39
おまき温泉スパガーデン和園,http://www.kamishita.sakura.ne.jp/omakionsen/,0763-82-2500,富山県砺波市庄川町小牧10
くつろぎ天然温泉　湯楽（ゆらく）,http://tyuraku.com/67958/,0567-23-4126,愛知県津島市西愛宕町2-208
おもてなしの宿 渓山閣,,0771-22-0250,京都府亀岡市ひえ田野町佐伯下峠20-6
横浜藤よし伊豆店,http://www.fujiyoshi.com/,0557-51-3211,静岡県伊東市富戸1305-8
ひぜん祐徳温泉 宝乃湯（ゆうとくおんせん たからのゆ）,http://yutokuonsen.com/hizen.html,0954-62-2815,佐賀県鹿島市大字納富分字地宝3114－5
東府や Resort＆Spa－Izu（とうふや）,http://www.tfyjapan.com/,0558-85-1000,静岡県伊豆市吉奈98
吉野ヶ里温泉 卑弥呼乃湯（よしのがりおんせん ひみこのゆ）,http://yutokuonsen.com/yoshinogari.html,"0952-53-1122,0120-135-873",佐賀県三養基郡上峰町坊所1523-1
長崎温泉 やすらぎ伊王島,,095-898-2202,長崎県長崎市伊王島町1丁目3277-7
女川温泉 ゆぽっぽ,http://onagawa-yupoppo.com/,0225-50-2683,宮城県牡鹿郡女川町女川浜字大原1-10
グリーンプラザ新宿,http://www.hgpshinjuku.jp/hotel/,03-3207-5411,東京都新宿区歌舞伎町1-29-2 
南相木温泉 滝見の湯（たきみのゆ）,http://www.takiminoyu.com/,0267-91-7700,長野県南佐久郡南相木村5633－1
極楽湯 彦根店,,0749-26-2926,滋賀県彦根市西沼波町175-1
潮彩きらら 祥吉,http://www.ako-syokichi.com/index.html,0791-43-7600,兵庫県赤穂市御崎2-8
旭川高砂台 万葉の湯,http://www.manyo.co.jp/asahikawa/,0166-62-8910,北海道旭川市高砂台１丁目1-52
極楽湯 千葉稲毛店,http://www.gokurakuyu.ne.jp/gokurakuyu/tempo/chibainage/,043-207-2641,千葉県千葉市稲毛区園生町380-1
鶴見緑地湯元 水春,http://suisyun.jp/tsurumi/,06-4257-1126,大阪府大阪市鶴見区緑地公園1-37
真沢の森（さなざわのもり）,,0278-20-2121,群馬県利根郡みなかみ町月夜野2537-2
白樺湖温泉すずらんの湯,http://www.city.chino.lg.jp/www/contents/1000001008000/,0266-68-3424,長野県茅野市北山白樺湖3419-84
メナード青山リゾート 香楽の湯,,0595-54-1326,三重県伊賀市霧生2356
熱塩温泉　山形屋,http://www.spa-yamagataya.com/,0241-36-2288,福島県喜多方市熱塩加納町熱塩字北平田甲347-2 
天然湧湯 吟湯 湯治聚落（ぎんとう とうじ しゅらく）,http://www.tojishuraku.com/,078-986-5000,兵庫県神戸市北区上津台5-5-1　
ウェルネスパーク五色　ゆ～ゆ～ファイブ（ユーユーファイブ）,http://www.takataya.jp/index.html,0799-33-1601,兵庫県洲本市五色町都志1087 ウェルネスパーク五色高田屋嘉兵衛公園内
倉真赤石温泉（くらみあかいしおんせん）,http://www.kakegawa-kankou.com/kanko/guide/facility_detail.php?_mfi=144,0537-28-1126,静岡県掛川市倉真赤石5986 
極楽湯 宇都宮店,http://www.gokurakuyu.ne.jp/gokurakuyu/tempo/utsunomiya/,028-663-2641,栃木県宇都宮市御幸本町4880
極楽湯 福井店,http://www.gokurakuyu.ne.jp/gokurakuyu/tempo/fukui/,0776-53-4126,福井県福井市開発1-118
八ヶ岳縄文天然温泉 尖石の湯（とがりいしのゆ）,http://www.togariishinoyu.com/index.html,0266-76-5211,長野県 茅野市豊平10246-1　たてしなエグゼクティブハウス
天然温泉コロナの湯 小倉店,http://www.korona.co.jp/Onsen/kok/,093-581-5686,福岡県北九州市小倉北区西港町27-5
コロナの湯 豊川店,http://www.korona.co.jp/Onsen/tok/,0533-85-6623,愛知県豊川市下長山町上アライ14-1
鴬宿温泉　長栄館,http://www.choeikan.com/,019-695-2121,岩手県岩手郡雫石町鶯宿6-7
水上館（みなかみかん）,http://www.minakamikan.com/,0278-72-3221,群馬県利根郡みなかみ町小日向573
いちの湯 水戸店,http://itinoyu.com,029-255-4126,茨城県水戸市河和田3-2300-1
比良招福温泉 ホリデーアフタヌーン（ひらしょうふくおんせん）,http://www.biwa.ne.jp/~maikoinn/,077-596-2206,滋賀県大津市北比良948-10
天然温泉コロナの湯 福山店,http://www.korona.co.jp/Onsen/fuy/,084-981-5026,広島県福山市一文字町24-1
天然温泉 スパ泉ヶ岳（スパいずみがたけ）,http://www.supa-supa.net/,022-376-6111,宮城県仙台市泉区福岡上鼬原12-9
スーパー銭湯レッツ高浜,https://ja-jp.facebook.com/pages/%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E9%8A%AD%E6%B9%AF%E3%83%AC%E3%83%83%E3%83%84%E9%AB%98%E6%B5%9C/490328364367371,0566-52-9826,愛知県高浜市神明町8-19-1
信州しもすわ温泉 ぎん月（ぎんげつ）,http://www.gingetsu.com/,0266-27-5011,長野県諏訪郡下諏訪町3306
竹林庵 みずの（ちくりんあん）,http://www.mizunoryokan.co.jp/,0120-384-114,静岡県熱海市網代627-363
梅ヶ島温泉 虹乃湯,http://www.yumotoya.com/,054-269-2318,静岡県静岡市葵区梅ヶ島5258-13 湯元屋内
極楽湯 豊橋店,http://www.gokurakuyu.ne.jp/gokurakuyu/tempo/toyohashi/,0532-57-2641,愛知県豊橋市瓜郷町一新替13-1
アクア・ユーカリ,,043-488-1001,千葉県佐倉市ユーカリが丘3-2-１
リブマックスリゾート天城湯ヶ島,,0558-75-8300,静岡県伊豆市湯ヶ島2821-4
湯あそびひろば ぽんぽこ温泉,,06-6787-8426,大阪府東大阪市西岩田4-4-46
南房総国定公園　館山温泉郷　海の湯宿　花しぶき,,0470-29-0236,千葉県館山市塩見233-4
癒しの里 小京都の湯,http://www.show-kyoto.com/index.html,0563-64-0026,愛知県西尾市下町八幡下34-1
島田蓬莱の湯（しまだほうらいのゆ）,http://www.hourainoyu.jp/index.html,0547-34-4126,静岡県島田市旭2-1-30
ゆめみ処 おふろの王様 町田店,http://www.ousama2603.com/shop/machida/,042-767-2603,神奈川県相模原市南区鵜の森1-24-9
夏油高原温泉　兎森の湯,http://www.geto8.com/5spa/index.html,0197-65-9005,岩手県北上市和賀町岩崎新田
天然温泉 極楽湯 宮崎店,,0985-61-4126,宮崎県宮崎市高千穂通1-3-22 エースランド内2階
薬石の湯　瑰泉（かいせん）,http://www.yu-kaisen.jp/,055-262-1830,山梨県笛吹市石和町四日市場1679
御神楽温泉 みかぐら荘,http://www.mikaguraso.com,02549-5-2121,新潟県東蒲原郡阿賀町広谷乙2088
極楽湯 水戸店（ごくらくゆ）,http://www.gokurakuyu.ne.jp/gokurakuyu/tempo/mito/,029-257-4126,茨城県水戸市大塚町1838-1
筑波温泉ホテル,http://www.tsukuba-onsen.co.jp,029-866-0521,茨城県つくば市筑波395
国済寺天然温泉 美肌の湯（こくさいじてんねんおんせん）,http://fukaya-kokusaiji-onsen.jimdo.com/,048-571-8888,埼玉県深谷市国済寺510-1
ロマンの森共和国 白壁の湯（はくへきのゆ）,,0439-38-2211,千葉県君津市豊英659-1
伊万里温泉 白磁乃湯（はくじのゆ）,http://yutokuonsen.com/imari.html,0120-39-1426,佐賀県伊万里市立花町2402-1
大江戸温泉物語 塩原温泉 かもしか荘,http://kamoshika.ooedoonsen.jp/?utm_source=google&utm_medium=cpc&utm_campaign=adw_pc_004_005_001,0287-32-2524,栃木県那須塩原市下塩原1256
極楽湯 金沢野々市店,http://www.gokurakuyu.ne.jp/gokurakuyu/tempo/nonoichi/,076-294-2641,石川県野々市市若松町18-1
ゆめみ処おふろの王様 瀬谷店,http://www.kokochiyu.com/seya/,045-924-1126,神奈川県横浜市瀬谷区目黒町24-6
大町温泉 ひじり乃湯（おおまちおんせん）,http://yutokuonsen.com/omachi.html,0952-71-3500,佐賀県杵島郡大町町福母3067-2
ゆーぽーと はさき,http://www.kamisu-yuporthasaki.net/,0479-46-2424,茨城県神栖市砂山15
博多の森 湯処 月の湯,http://www.tsukino-yu.com/,092-611-4126,福岡県福岡市博多区東平尾1丁目4-35
北陸健康センターアラピア（ほくりくけんこうせんたー）,http://www.arapia.jp/index.htm,0766-26-3000,富山県高岡市佐野1655番地（国道156号線沿い）
岩盤温熱おふろの王様 高座渋谷駅前店,http://www.kokochiyu.com/yamato,046-201-0126,神奈川県大和市福田2021-2 IKOZA5F
ニューウェルシティ湯河原,http://www.welcity-yugawara.co.jp/,0465-63-3721,静岡県熱海市泉107
郡山湯処　まねきの湯,,024-941-4126,福島県郡山市向河原町4-40
極楽湯 青森店,http://www.gokurakuyu.ne.jp/gokurakuyu/tempo/aomori/,017-739-4126,青森県青森市東大野2-4-21
磊の温泉　六本木　VIVI（ヴィヴィ）,http://www.roppongi-vivi.com/,03-3404-4126,東京都港区六本木5-5-1 ロアビル4F
旬彩の庄 坂戸城（さかどじょう）,http://www.sakadojo.com/,0120-373-142,新潟県南魚沼市坂戸292-4
割烹旅館　天満閣（てんまんかく）,http://www.tenmankaku.com/,0263-83-3630,長野県安曇野市穂高有明2177-11
クア・アンド・ホテル　信州健康ランド,http://www.kur-hotel.co.jp/shinsyu/index.html,0263-57-8111,長野県塩尻市広丘吉田366-1
一里野高原ホテル　ろあん,http://ichirino.jp/,076-256-7141,石川県白山市尾添チ70-4
天然温泉リゾート美人の湯　カーニバルヒルズ,http://carnival-onsen.com/,0478-70-5400,千葉県香取市沢13-15
玄武温泉　ロッヂたちばな,http://lodge-tachibana.lolipop.jp/,019-693-3356,岩手県岩手郡雫石町長山有根3-5
ラグーナの湯,,0533-58-2700,愛知県蒲郡市海陽町2-8
ゆめみ処おふろの王様 相模原店,http://www.kokochiyu.com/sagamihara/,042-730-2680,神奈川県相模原市大野台3-20-19
炭酸美肌温泉 らんぷの湯 花園店,,097-544-2683,大分県大分市大字古国府花園12組
大牟田温泉　満月の湯（おおむたおんせん）,http://yutokuonsen.com/omuta.html,0944-53-8126,福岡県大牟田市新勝立町6丁目37
スーパー銭湯ゆらら,http://www.yurara.net/,084-926-2685,広島県福山市南本庄１丁目12-22
天然温泉　ゆの蔵,http://www.yunokura.net/,06-6907-4126,大阪府門真市新橋町33-11
大分森温泉　まねきの湯(旧 ぽかぽか温泉 森の湯),,097-503-5656,大分県大分市大字森字六反田595-2
長崎伊王島　島風の湯（しまかぜのゆ）,,095-898-2000,長崎県長崎市伊王島町1丁目字仙崎甲3278-3
八幡平市自然休養村　なかやま荘,http://www.hachimantai-ss.co.jp/~nakayamasou/,0195-78-3132,岩手県八幡平市松尾寄木2-512
リブマックスリゾート甲府,http://www.livemax-resort.com/yamanashi/kofu/,055-279-2929,山梨県甲斐市富竹新田1536-1
天狗の湯,http://www.city.buzen.lg.jp/kanko/tomaru/tengu.html,0979-82-1094,福岡県豊前市八屋1725-1
修善寺温泉 江戸風呂の湯宿 ホテル和光,http://shuzenjionsenwakou.jp/,0558-72-0380,静岡県伊豆市修善寺1060
スパリゾート リブマックス,,0285-85-5526,栃木県真岡市長田1丁目24-3
梅ヶ島温泉ホテル梅薫楼（ばいくんろう）,,054-269-2331,静岡県静岡市葵区梅ヶ島5258-4
湯宿一番地,http://www.yuyado-ichibanchi.jp/,0557-81-3651,静岡県熱海市春日町1-2
信州湯田中温泉大浴場　ホテルゆだなか（ゆだなかおんせん）,http://www.yudanaka.com/,0269-33-5888,長野県下高井郡山ノ内町平穏	3246-2
ホテル春日居（ホテルかすがい）,http://www.hotel-kasugai.com/,0553-20-2000,山梨県笛吹市春日居町小松855
赤倉ホテル,http://www.akakura-hotel.com,0255-87-2001,新潟県妙高市赤倉486
八方温泉 北尾根の湯,http://www.shinshuu-hakuba.com/onsen/2014/08/16/%E5%8C%97%E5%B0%BE%E6%A0%B9%E3%81%AE%E6%B9%AF%E3%82%AA%E3%83%BC%E3%83%97%E3%83%B3/,090-1652-5835,長野県北安曇郡白馬村北城4487-4
柏尾温泉 民宿かしお/ゆーらく柏尾,http://kasio.info/,054-345-1126,静岡県静岡市清水区柏尾204-2
リブマックスリゾート加賀山代,,0761-77-3060,石川県加賀市山代温泉温泉通32-1
ホテルリブマックス熱海,,0557-86-5555,静岡県熱海市渚町22-10
ニュージャパン　スパプラザ,http://www.newjapan.co.jp/spa_plaza/index.html,06-6211-0838,大阪府大阪市中央区道頓堀2-3-28ニュージャパンビル
準天然温泉　旭湯津島(あさひゆつしま）,http://asahi-toyama.co.jp/ohuro/index.html,0567-23-2340,愛知県津島市宇治町小切40番
星ホテル,http://hoshinohotel.co.jp/,0557-22-0555,静岡県賀茂郡東伊豆町奈良本1205-1
日間賀島いすず館,http://www.isuzukan.com/,0569-68-2040,愛知県知多郡南知多町日間賀島新井浜15
Ａｎｄａ別邸伊豆一碧湖（アンダ別邸）,http://www.andabettei.jp/,0120-759-124,静岡県伊東市吉田836-2
貸切温泉のコンドミニアム　グランビュー熱海,http://www.grandview-atami.com/,0557-85-0051,静岡県熱海市咲見町8-9
サウナ＆カプセルホテル ウェルビー名駅店,http://www.wellbe.co.jp/meieki/index.php,052-586-2641,愛知県名古屋市中村区名駅南1-25-2名鉄レジャック4F
サウナ＆カプセルホテル ウェルビー栄店,http://www.wellbe.co.jp/sakae/index.php,052-262-1126,愛知県名古屋市中区栄3-13-12
サウナ＆カプセルホテル ウェルビー今池店,http://www.wellbe.co.jp/imaike/,052-731-2561,愛知県名古屋市千種区今池5-25-5
SAUNA　RESORT　ORIENTAL（サウナリゾートオリエンタル）,http://sauna-oriental.com/,03-6435-5381,"東京都港区赤坂3-19-3,センチュリオンホテルグランド赤坂２F"
sauna&spa大東洋レディス,,06-6312-7524,大阪府大阪市北区中崎西2-1-9
リブマックスリゾート鬼怒川,,0288-70-1911,栃木県日光市鬼怒川温泉大原2
リブマックスリゾート伊豆下田,,0558-25-2222,静岡県下田市田牛711-3
リブマックスリゾート伊東川奈,,0557-33-1616,静岡県伊東市富戸三野原1301
天然戸田温泉 彩香の湯,http://saikanoyu.com/,048-433-2615,埼玉県戸田市氷川町1-1-23
天然温泉 いこいの湯 多摩境店,http://www.ikoinoyu.com/,042-797-4126,東京都町田市小山ヶ丘1-11-5
なめがわ温泉 花和楽の湯,http://www.kawaranoyu.jp/,0493-57-2683,埼玉県比企郡滑川町羽尾2178
前野原温泉 さやの湯処,http://www.sayanoyudokoro.co.jp,03-5916-3826,東京都板橋区前野町3-41-1
ひがな湯治 天山（てんざん）,http://tenzan.jp/index.html,0460-86-4126,神奈川県足柄下郡箱根町湯本茶屋208
